Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,transaction_type,description_recovered,description_source,invoice_date_only,invoice_year,invoice_month,invoice_weekday,is_guest_transaction,price_category,is_special_transaction
560110,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-40,2011-07-15 09:51:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-15,2011,7,4,True,PRICE_ZERO,True
560111,84874B,BLUE TRAVEL FIRST AID KIT,-3,2011-07-15 09:52:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-15,2011,7,4,True,PRICE_ZERO,True
560112,21683,MEDIUM MEDINA STAMPED METAL BOWL,-38,2011-07-15 09:52:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-15,2011,7,4,True,PRICE_ZERO,True
560113,21865,PINK UNION JACK  PASSPORT COVER,-40,2011-07-15 09:52:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-15,2011,7,4,True,PRICE_ZERO,True
560114,75172,PAINTED SEA SHELL METAL WINDCHIME,-35,2011-07-15 09:53:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-15,2011,7,4,True,PRICE_ZERO,True
560213,10123C,HEARTS WRAPPING TAPE,-18,2011-07-15 15:05:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-15,2011,7,4,True,PRICE_ZERO,True
560214,16162L,THE KING GIFT BAG,-54,2011-07-15 15:07:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-15,2011,7,4,True,PRICE_ZERO,True
560215,16162M,THE KING GIFT BAG 25x24x12cm,-84,2011-07-15 15:08:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-15,2011,7,4,True,PRICE_ZERO,True
560423,16169K,WRAP FOLK ART,-25,2011-07-18 15:15:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-18,2011,7,0,True,PRICE_ZERO,True
560425,81950B,FLOWER BLUE CLOCK W/SUCKER,-23,2011-07-18 15:15:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-18,2011,7,0,True,PRICE_ZERO,True
560424,21503,TOYBOX  WRAP,-84,2011-07-18 15:15:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-18,2011,7,0,True,PRICE_ZERO,True
560427,84629,WHITE 3 FRAME BIRDS AND TREE,-2,2011-07-18 15:16:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-18,2011,7,0,True,PRICE_ZERO,True
560428,21634,ASSORTED MINI MADRAS NOTEBOOK,-169,2011-07-18 15:17:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-18,2011,7,0,True,PRICE_ZERO,True
560440,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1,2011-07-18 16:36:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-18,2011,7,0,True,PRICE_ZERO,True
560583,17096,ASSORTED LAQUERED INCENSE HOLDERS,-7,2011-07-19 15:31:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-19,2011,7,1,True,PRICE_ZERO,True
560600,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,-2834,2011-07-19 17:04:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-19,2011,7,1,True,PRICE_ZERO,True
560717,84576,damaged,-3,2011-07-20 13:28:00,0.0,,United Kingdom,RETURN,False,original,2011-07-20,2011,7,2,True,PRICE_ZERO,True
560719,84877A,PINK ROUND COMPACT MIRROR,-21,2011-07-20 13:30:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-20,2011,7,2,True,PRICE_ZERO,True
560722,16049,TEATIME GEL PENS ASST,-31,2011-07-20 13:37:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-20,2011,7,2,True,PRICE_ZERO,True
560730,84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,-2,2011-07-20 14:53:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-20,2011,7,2,True,PRICE_ZERO,True
560737,84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,-109,2011-07-20 15:34:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-20,2011,7,2,True,PRICE_ZERO,True
560830,81953B,ROUND BLUE CLOCK WITH SUCKER,-6,2011-07-21 12:03:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-21,2011,7,3,True,PRICE_ZERO,True
560831,81950V,FLOWER PURPLE CLOCK W/SUCKER,-1,2011-07-21 12:04:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-21,2011,7,3,True,PRICE_ZERO,True
560867,21891,TRADITIONAL WOODEN SKIPPING ROPE,-21,2011-07-21 14:10:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-21,2011,7,3,True,PRICE_ZERO,True
560923,22777,GLASS CLOCHE LARGE,-14,2011-07-22 08:54:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-22,2011,7,4,True,PRICE_ZERO,True
560940,72127,COLUMBIAN CANDLE ROUND,-53,2011-07-22 11:20:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-22,2011,7,4,True,PRICE_ZERO,True
560939,84907,PINK YELLOW PATCH CUSHION COVER,-3,2011-07-22 11:20:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-22,2011,7,4,True,PRICE_ZERO,True
560941,85230E,STRAWBRY SCENTED VOTIVE CANDLE,-178,2011-07-22 11:21:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-22,2011,7,4,True,PRICE_ZERO,True
561086,15036,ASSORTED COLOURS SILK FAN,-530,2011-07-25 09:32:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-25,2011,7,0,True,PRICE_ZERO,True
561103,85103,stock creditted wrongly,-32,2011-07-25 11:23:00,0.0,,United Kingdom,RETURN,False,original,2011-07-25,2011,7,0,True,PRICE_ZERO,True
561107,84763,ZINC FINISH 15CM PLANTER POTS,-5,2011-07-25 11:42:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-25,2011,7,0,True,PRICE_ZERO,True
561108,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,-7,2011-07-25 11:43:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-25,2011,7,0,True,PRICE_ZERO,True
561110,85087,CANDY SPOT CUSHION COVER,-16,2011-07-25 11:44:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-25,2011,7,0,True,PRICE_ZERO,True
561249,DCGS0073,ebay,-4,2011-07-26 11:51:00,0.0,,United Kingdom,RETURN,False,original,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561250,DCGS0071,Unknown Product,-2,2011-07-26 11:51:00,0.0,,United Kingdom,RETURN,False,unknown,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561251,DCGS0070,CAMOUFLAGE DOG COLLAR,-8,2011-07-26 11:51:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561255,DCGS0066P,Unknown Product,-3,2011-07-26 11:52:00,0.0,,United Kingdom,RETURN,False,unknown,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561252,DCGS0069,ebay,-5,2011-07-26 11:52:00,0.0,,United Kingdom,RETURN,False,original,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561253,DCGS0068,ebay,-10,2011-07-26 11:52:00,0.0,,United Kingdom,RETURN,False,original,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561254,DCGS0067,ebay,-11,2011-07-26 11:52:00,0.0,,United Kingdom,RETURN,False,original,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561256,DCGS0003,ebay,-7,2011-07-26 11:53:00,0.0,,United Kingdom,RETURN,False,original,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561326,21294,damaged,-227,2011-07-26 13:50:00,0.0,,United Kingdom,RETURN,False,original,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561354,21792,CLASSIC FRENCH STYLE BASKET GREEN,-8,2011-07-26 14:50:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561362,84415A,PINK FLOCK SUEDE CUSHION COVER,-11,2011-07-26 15:41:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561364,84415B,BLUE FLOCK CUSHION COVER,-4,2011-07-26 15:42:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-26,2011,7,1,True,PRICE_ZERO,True
561476,21839,MUMMY MOUSE RED GINGHAM RIBBON,-36,2011-07-27 13:29:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561475,84584,PINK GINGHAM CAT WITH SCARF,-3,2011-07-27 13:29:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561478,20954,*USB Office Mirror Ball,-2,2011-07-27 13:32:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561479,21594,Dr. Jam's Arouzer Stress Ball,-1,2011-07-27 13:32:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561480,21858,HIGH SCHOOL MUSICAL 3 TOP TRUMPS,-12,2011-07-27 13:32:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561481,20684,STRAWBERRY DREAM CHILDS UMBRELLA,-27,2011-07-27 13:38:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561482,21432,SET OF 3 CASES WOODLAND DESIGN,-2,2011-07-27 13:39:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561484,77081,FLOWER WINDMILL,-39,2011-07-27 13:41:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561486,21765,HANGING METAL BIRD BATH,-2,2011-07-27 13:48:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561487,22168,ORGANISER WOOD ANTIQUE WHITE,-1,2011-07-27 13:51:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561489,84905,PINK BUTTERFLY CUSHION COVER,-2,2011-07-27 13:52:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561491,21781,MA CAMPAGNE CUTLERY BOX,-2,2011-07-27 13:56:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561492,22528,GARDENERS KNEELING PAD,-1,2011-07-27 13:57:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561493,84761,IVORY HANGING BIRD PLANTER,-11,2011-07-27 13:59:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561494,18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,-23,2011-07-27 14:04:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561496,17090D,VANILLA INCENSE 40 CONES IN TIN,-10,2011-07-27 14:08:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561498,21610,SET 12 PEAR BOTANICAL T-LIGHTS,-14,2011-07-27 14:10:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561500,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,-1,2011-07-27 14:12:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561501,21278,VINTAGE KITCHEN PRINT PUDDINGS,-1,2011-07-27 14:13:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561503,22194,BLACK DINER WALL CLOCK,-4,2011-07-27 14:14:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561504,21361,LOVE LARGE WOOD LETTERS,-7,2011-07-27 14:15:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561505,84925D,LA PALMIERA WALL THERMOMETER,-12,2011-07-27 14:16:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561506,72051S,BAG OF SILVER STONES,-1,2011-07-27 14:18:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561523,20973,12 PENCIL SMALL TUBE WOODLAND,-45,2011-07-27 17:38:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561524,16020C,CLEAR STATIONERY BOX SET,-2,2011-07-27 17:39:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561526,21051,RIBBONS PURSE,-2,2011-07-27 17:40:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561525,84466,TOP SECRET PEN SET,-1,2011-07-27 17:40:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561527,20666,ECONOMY HOLIDAY PURSE,-5,2011-07-27 17:40:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-27,2011,7,2,True,PRICE_ZERO,True
561536,84927E,FLOWERS TILE HOOK,-2,2011-07-28 09:58:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561538,84927D,LA PALMIERA TILE HOOK,-1,2011-07-28 09:58:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561539,79026B,"S/4 ICON COASTER,ELVIS LIVES",-1,2011-07-28 10:08:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561540,84279B,CHERRY BLOSSOM DECORATIVE FLASK,-1,2011-07-28 10:08:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561541,21658,GLASS  BEURRE DISH,-1,2011-07-28 10:09:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561543,22202,MILK PAN PINK RETROSPOT,-1,2011-07-28 10:10:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561553,21392,RED SPOTTY PUDDING BOWL,-29,2011-07-28 10:20:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561555,37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",-11,2011-07-28 10:21:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561557,37477C,"FLOWER FAIRY MUG+COASTER,ROSE",-31,2011-07-28 10:21:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561609,47589,CONGRATULATIONS BUNTING,-1,2011-07-28 12:24:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561640,84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,-125,2011-07-28 14:58:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561639,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,-346,2011-07-28 14:58:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561663,22501,incorrectly put back into stock,-108,2011-07-28 16:40:00,0.0,,United Kingdom,RETURN,False,original,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561668,44091A,BLUE CRUSOE CHECK LAMPSHADE,-2,2011-07-28 17:03:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-28,2011,7,3,True,PRICE_ZERO,True
561805,23284,DOORMAT KEEP CALM AND COME IN,-15,2011-07-29 14:42:00,0.0,,United Kingdom,RETURN,True,recovered,2011-07-29,2011,7,4,True,PRICE_ZERO,True
561918,85127,SMALL SQUARE CUT GLASS CANDLESTICK,-6,2011-08-01 12:05:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-01,2011,8,0,True,PRICE_ZERO,True
561919,85017B,ENVELOPE 50 BLOSSOM IMAGES,-188,2011-08-01 12:08:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-01,2011,8,0,True,PRICE_ZERO,True
561920,84352,Damages/samples,-52,2011-08-01 12:10:00,0.0,,United Kingdom,RETURN,False,original,2011-08-01,2011,8,0,True,PRICE_ZERO,True
561921,22044,CHRISTMAS CARD STACK OF PRESENTS,-240,2011-08-01 12:11:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-01,2011,8,0,True,PRICE_ZERO,True
561924,22042,CHRISTMAS CARD SINGING ANGEL,-197,2011-08-01 12:27:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-01,2011,8,0,True,PRICE_ZERO,True
561927,22740,?,-1060,2011-08-01 12:49:00,0.0,,United Kingdom,RETURN,False,original,2011-08-01,2011,8,0,True,PRICE_ZERO,True
562164,21257,?,-94,2011-08-03 12:08:00,0.0,,United Kingdom,RETURN,False,original,2011-08-03,2011,8,2,True,PRICE_ZERO,True
562212,21187,WHITE BELL HONEYCOMB PAPER GARLAND,-97,2011-08-03 13:28:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-03,2011,8,2,True,PRICE_ZERO,True
562278,21391,Sold as 1 on dotcom,-342,2011-08-04 10:27:00,0.0,,United Kingdom,RETURN,False,original,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562279,21391,FRENCH LAVENDER SCENT HEART,-26,2011-08-04 10:28:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562352,21735,damages,-59,2011-08-04 13:12:00,0.0,,United Kingdom,RETURN,False,original,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562382,22927,?,-40,2011-08-04 15:36:00,0.0,,United Kingdom,RETURN,False,original,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562383,22523,?,-90,2011-08-04 15:37:00,0.0,,United Kingdom,RETURN,False,original,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562384,23175,REGENCY MILK JUG PINK,-44,2011-08-04 15:41:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562385,47559B,TEA TIME OVEN GLOVE,-84,2011-08-04 15:42:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562386,84596L,BISCUITS SMALL BOWL LIGHT BLUE,-21,2011-08-04 15:43:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562390,21246,RED RETROSPOT BIG BOWL,-92,2011-08-04 16:00:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562391,22854,CREAM SWEETHEART EGG HOLDER,-40,2011-08-04 16:02:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-04,2011,8,3,True,PRICE_ZERO,True
562463,85152,HAND OVER THE CHOCOLATE   SIGN,-6,2011-08-05 11:30:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-05,2011,8,4,True,PRICE_ZERO,True
562464,20701,PINK CAT FLORAL CUSHION COVER,-24,2011-08-05 11:31:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-05,2011,8,4,True,PRICE_ZERO,True
562544,84920,PINK FLOWER FABRIC PONY,-9,2011-08-05 15:46:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-05,2011,8,4,True,PRICE_ZERO,True
562546,20694,?,-110,2011-08-05 15:46:00,0.0,,United Kingdom,RETURN,False,original,2011-08-05,2011,8,4,True,PRICE_ZERO,True
562547,21918,SET 12 KIDS COLOUR  CHALK STICKS,-343,2011-08-05 15:49:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-05,2011,8,4,True,PRICE_ZERO,True
562548,23084,RABBIT NIGHT LIGHT,-84,2011-08-05 16:00:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-05,2011,8,4,True,PRICE_ZERO,True
562653,21359,RELAX LARGE WOOD LETTERS,-30,2011-08-08 13:35:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-08,2011,8,0,True,PRICE_ZERO,True
562785,21033,JUMBO BAG CHARLIE AND LOLA TOYS,-455,2011-08-09 13:32:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-09,2011,8,1,True,PRICE_ZERO,True
562855,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,-124,2011-08-10 10:16:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-10,2011,8,2,True,PRICE_ZERO,True
563148,21033,JUMBO BAG CHARLIE AND LOLA TOYS,-37,2011-08-12 11:35:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-12,2011,8,4,True,PRICE_ZERO,True
563244,22740,POLKADOT PEN,-36,2011-08-15 10:49:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-15,2011,8,0,True,PRICE_ZERO,True
563453,21033,taig adjust no stock,-24,2011-08-16 14:34:00,0.0,,United Kingdom,RETURN,False,original,2011-08-16,2011,8,1,True,PRICE_ZERO,True
563652,22461,SAVOY ART DECO CLOCK,-36,2011-08-18 10:43:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-18,2011,8,3,True,PRICE_ZERO,True
563650,79163,BLACK CHAMPAGNE GLASS,-156,2011-08-18 10:43:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-18,2011,8,3,True,PRICE_ZERO,True
563700,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,-553,2011-08-18 13:55:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-18,2011,8,3,True,PRICE_ZERO,True
563704,37342,POLKADOT COFFEE CUP & SAUCER PINK,-66,2011-08-18 14:03:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-18,2011,8,3,True,PRICE_ZERO,True
563715,90120D,WHITE MURANO TWIST BRACELET,-18,2011-08-18 16:08:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-18,2011,8,3,True,PRICE_ZERO,True
564667,23084,RABBIT NIGHT LIGHT,-400,2011-08-26 15:08:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-26,2011,8,4,True,PRICE_ZERO,True
564914,85132C,damages,-109,2011-08-31 12:40:00,0.0,,United Kingdom,RETURN,False,original,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565042,85185B,PINK HORSE SOCK PUPPET,-27,2011-08-31 17:01:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565045,21670,BLUE SPOT CERAMIC DRAWER KNOB,-115,2011-08-31 17:03:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565046,22606,WOODEN SKITTLES GARDEN SET,-49,2011-08-31 17:04:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565048,84976,RECTANGULAR SHAPED MIRROR,-66,2011-08-31 17:06:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565049,21907,I'M ON HOLIDAY METAL SIGN,-77,2011-08-31 17:09:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565052,21179,NO JUNK MAIL METAL SIGN,-60,2011-08-31 17:11:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565055,21172,PARTY METAL SIGN,-10,2011-08-31 17:11:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565057,82551,LAUNDRY 15C METAL SIGN,-110,2011-08-31 17:12:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565060,21165,BEWARE OF THE CAT METAL SIGN,-46,2011-08-31 17:15:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565063,21175,GIN + TONIC DIET METAL SIGN,-18,2011-08-31 17:15:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565069,20665,RED RETROSPOT PURSE,-49,2011-08-31 17:18:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565071,84754,S/15 SILVER GLASS BAUBLES IN BAG,-242,2011-08-31 17:21:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565072,21820,GLITTER HEART GARLAND WITH BELLS,-210,2011-08-31 17:22:00,0.0,,United Kingdom,RETURN,True,recovered,2011-08-31,2011,8,2,True,PRICE_ZERO,True
565275,90209C,PINK ENAMEL+GLASS HAIR COMB,-72,2011-09-02 11:08:00,0.0,,United Kingdom,RETURN,True,recovered,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565296,84929,code mix up? 84930,-967,2011-09-02 12:04:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565297,84877D,?,-203,2011-09-02 12:06:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565302,21682,?display?,-156,2011-09-02 12:16:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565304,16259,PIECE OF CAMO STATIONERY SET,-3167,2011-09-02 12:18:00,0.0,,United Kingdom,RETURN,True,recovered,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565306,21830,sold as 1,-252,2011-09-02 12:20:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565307,21830,?,-443,2011-09-02 12:20:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565308,21829,sold as 1,-432,2011-09-02 12:22:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565310,21829,?missing,-1897,2011-09-02 12:26:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565314,84660C,PINK STITCHED WALL CLOCK,-21,2011-09-02 12:43:00,0.0,,United Kingdom,RETURN,True,recovered,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565370,82494L,crushed ctn,-33,2011-09-02 15:04:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565371,82483,crushed,-13,2011-09-02 15:04:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565385,22435,?missing,-434,2011-09-02 15:46:00,0.0,,United Kingdom,RETURN,False,original,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565389,47343A,FUSCHIA FLOWER PURSE WITH BEADS,-16,2011-09-02 16:19:00,0.0,,United Kingdom,RETURN,True,recovered,2011-09-02,2011,9,4,True,PRICE_ZERO,True
565935,23064,Crushed,-8,2011-09-08 10:46:00,0.0,,United Kingdom,RETURN,False,original,2011-09-08,2011,9,3,True,PRICE_ZERO,True
565938,23066,SMALL DECO JEWELLERY STAND,-13,2011-09-08 10:54:00,0.0,,United Kingdom,RETURN,True,recovered,2011-09-08,2011,9,3,True,PRICE_ZERO,True
